major,school,plan,rank
55化学工程与工艺,B078广州大学,4,49683
40新能源科学与工程,A705西安石油大学,2,49691
CR智能医学工程,A304南通大学,2,49696
17新闻学,A705西安石油大学,2,49715
41工商管理类,B845广东工业大学,4,49722
28财务管理,A125山西财经大学,2,49731
68机械设计制造及其自动化,A743青海大学,14,49744
26食品科学与工程,A057天津科技大学,5,49754
0K法语,B065青岛大学,16,49785
16汉语言文学,A705西安石油大学,2,49798
22化学工程与工艺,A057天津科技大学,5,49809
30核工程与核技术,A188东北电力大学,4,49810
38应用心理学,A212黑龙江大学,2,49818
1R英语(师范类),A446曲阜师范大学,141,49820
21材料成型及控制工程,A299江苏大学,2,49826
0N材料类,A011北京工商大学,5,49852
32英语(应用翻译方向),A069天津商业大学,2,49855
2W物流管理,A070天津财经大学,6,49863
61应用物理学,A390集美大学,3,49864
0U生物工程,A011北京工商大学,5,49873
EB俄语,A212黑龙江大学,3,49878
2H日语,B065青岛大学,19,49886
1U汉语言文学,A456山东财经大学,20,49888
21公共事业管理(卫生事业管理方向),A346杭州师范大学,6,49902
39商务英语,B799重庆工商大学,2,49903
04信息管理与信息系统,A743青海大学,9,49907
06光电信息科学与工程(地方专项计划),B065青岛大学,5,49940
07教育技术学(师范类),A320江苏师范大学,4,49941
08英语(中外合作办学)(2加2),F301宁波诺丁汉大学,3,49954
0S金融学,A404华东交通大学,2,49976
0Z经济学(金融与投资),A406南昌航空大学,2,49990
9B考古学,A755新疆大学,3,49996
29工商管理类,A618重庆交通大学,3,50024
1V国际政治(地方专项计划),B065青岛大学,5,50051
05机械设计制造及其自动化(卓越工程师计划试点班),A259上海应用技术大学,3,50075
13数字媒体技术,A361安徽理工大学,2,50085
B5教育技术学(师范类),A304南通大学,2,50114
1H会计学,A292常州大学,1,50115
2B数学与应用数学(师范类),A414江西师范大学,17,50124
M0社会学,A060天津理工大学,5,50126
8J化学工程与工艺,A755新疆大学,6,50140
51城市地下空间工程,A700西安理工大学,2,50144
05临床医学,A132内蒙古医科大学,2,50146
14机械设计制造及其自动化,A534湖南科技大学,3,50169
01数学与应用数学(师范类),A476河南师范大学,5,50171
0N应用心理学,A392福建医科大学,1,50172
7M电子信息工程(中外合作办学)(中美合作),A270上海师范大学,7,50179
24艺术管理,A270上海师范大学,10,50187
38影视摄影与制作,A331南京艺术学院,1,50199
0D食品科学与工程,B065青岛大学,20,50204
D7石油工程,H414中国石油大学(北京)克拉玛依校区,19,50210
0A口腔医学,A929湖北医药学院,1,50213
1G通信工程,A424山东科技大学,58,50215
B2药物化学,A163沈阳药科大学,8,50246
1Y法学,A623西华大学,4,50248
D2电子信息工程,A186长春理工大学,2,50254
07工商管理类(财会),B799重庆工商大学,6,50259
W3应用化学,A163沈阳药科大学,1,50269
25电子商务,A346杭州师范大学,6,50277
65生物工程类,A536长沙理工大学,4,50286
06思想政治教育(师范类),A373淮北师范大学,1,50300
57工商管理类,A755新疆大学,7,50301
10动物医学,A020北京农学院,2,50303
YL道路桥梁与渡河工程(智慧道路卓越班),A536长沙理工大学,1,50305
33劳动与社会保障,A755新疆大学,4,50316
0P医学检验技术,A226哈尔滨医科大学,8,50320
18会计学,A703西安建筑科技大学,3,50325
91土木工程,A075河北大学,2,50328
84工程管理,A270上海师范大学,8,50341
0Z计算机科学与技术,A361安徽理工大学,2,50343
05金融学,A037北京物资学院,1,50377
31环境科学与工程类,A108山西大学,9,50385
24智能科学与技术,A144沈阳理工大学,1,50412
37文化产业管理,B647浙江传媒学院,4,50437
15农学,A537湖南农业大学,3,50438
07土木工程,A704西安科技大学,2,50441
10软件工程,A361安徽理工大学,2,50452
0U信息管理与信息系统(地方专项计划),B065青岛大学,5,50462
AR集成电路设计与集成系统,A534湖南科技大学,2,50472
0G药学,A507湖北中医药大学,3,50487
0N会计学,B417北京联合大学,3,50493
2E俄语,A755新疆大学,3,50499
44数学与应用数学,A150大连交通大学,2,50503
16护理学类,A313徐州医科大学,2,50514
3Z草业科学,A749宁夏大学,3,50527
0E电子信息工程,A404华东交通大学,5,50553
12无机非金属材料工程,A332苏州科技大学,2,50588
ND水产养殖学(智慧渔业),A564华南农业大学,4,50595
15法学,A125山西财经大学,4,50607
23护理学,A161大连医科大学,2,50613
5W工程管理,A755新疆大学,3,50618
18生物工程,A289江苏科技大学,3,50631
03国际经济与贸易,A743青海大学,6,50652
B0烹饪与营养教育,B117扬州大学,2,50689
0E电气工程及其自动化,A153沈阳建筑大学,1,50713
0T电气工程及其自动化,B417北京联合大学,1,50730
04土木工程,A153沈阳建筑大学,2,50751
1T能源与动力工程,B065青岛大学,57,50772
45俄语,A615西南石油大学,3,50791
45服装设计与工程,A856上海工程技术大学,5,50800
21应用心理学,A541湖南中医药大学,3,50805
08会计学,A378安徽财经大学,2,50814
35预防医学,A160锦州医科大学,2,50820
1C环境工程,A490武汉工程大学,3,50853
08智能制造工程,B065青岛大学,73,50937
31数学类(中外合作办学),F302西交利物浦大学,13,50944
B4油气储运工程,H414中国石油大学(北京)克拉玛依校区,7,50947
7L数学与应用数学(师范类),A231哈尔滨师范大学,3,50949
69机器人工程,A214哈尔滨理工大学,3,50951
46植物保护,A341浙江农林大学,1,50964
31计算机科学与技术,A370安徽师范大学,2,50991
1L经济学类,A759石河子大学,10,50999
D4医学检验技术,A735甘肃中医药大学,1,51014
52信息与计算科学,A705西安石油大学,1,51020
13食品科学与工程,A390集美大学,3,51064
YN土木工程(创新人才培养班),A536长沙理工大学,1,51097
33外国语言文学类,A637重庆师范大学,3,51100
15心理学类(地方专项计划),A445山东师范大学,8,51111
4S人文地理与城乡规划(中外合作办学),A589海南大学,7,51131
32国际经济与贸易,E275浙江外国语学院,2,51141
0Y俄语,B835上海政法学院,3,51144
44林学类,A749宁夏大学,5,51150
08工业设计,A385华侨大学,3,51153
17信息管理与信息系统(中外合作办学),B287南京审计大学,2,51161
13建筑环境与能源应用工程,A703西安建筑科技大学,5,51162
10审计学,A378安徽财经大学,3,51171
59农业智能装备工程,A299江苏大学,4,51183
11汉语言文学(师范类),A203吉林师范大学,2,51184
5G数据科学与大数据技术,A341浙江农林大学,1,51199
45植物生产类,A749宁夏大学,8,51200
0Z预防医学,A759石河子大学,6,51211
21石油工程,A705西安石油大学,2,51214
13智能科学与技术,A595桂林电子科技大学,2,51228
29应用心理学(师范类),A513湖北师范大学,2,51230
30考古学,A212黑龙江大学,3,51255
32应用统计学,A214哈尔滨理工大学,2,51257
05传播学,A012北京服装学院,2,51266
18电子商务(商务大数据分析),A421江西财经大学,3,51286
72戏剧影视文学,A390集美大学,2,51309
4E俄语,A755新疆大学,2,51321
24工商管理,A125山西财经大学,2,51333
22工业设计,E655深圳技术大学,3,51336
0Q戏剧影视文学(戏曲文学),A049中国戏曲学院,5,51343
46行政管理(数字政府治理、社会福利、公共危机管理方向),A385华侨大学,4,51344
35工商管理类(中外合作办学),F302西交利物浦大学,19,51357
0D汉语言文学(师范类),A681云南师范大学,4,51358
18会计学,A636四川师范大学,2,51391
0H自动化,A406南昌航空大学,2,51393
0G安全工程,A143沈阳航空航天大学,2,51394
61电子商务类,A353浙江工商大学,10,51401
12行政管理,A304南通大学,2,51420
48电气工程及其自动化(卓越计划班),A732兰州交通大学,2,51423
15机械工程(机电工程学院),A674昆明理工大学,3,51430
B1化学工程与工艺,H414中国石油大学(北京)克拉玛依校区,13,51441
55机械电子工程,A390集美大学,2,51451
0E软件工程(实验班),B417北京联合大学,7,51454
08电子科学与技术,A595桂林电子科技大学,2,51456
31机械设计制造及其自动化,B075三峡大学,5,51463
0G测控技术与仪器(智能传感器及智能化工程方向),A490武汉工程大学,4,51475
60新闻学,A534湖南科技大学,2,51491
0R化学类,A414江西师范大学,12,51497
0M医学检验技术,A507湖北中医药大学,3,51499
0R工商管理类(航空运输管理),A059中国民航大学,10,51508
44信息管理与信息系统(中外合作办学),A058天津工业大学,12,51544
1T机械工程(中外合作办学),A291南京工业大学,3,51551
E4数据科学与大数据技术,A186长春理工大学,5,51559
44软件工程(传媒大数据),B647浙江传媒学院,3,51566
53环境科学与工程类,A353浙江工商大学,6,51571
5X自动化,B660重庆理工大学,2,51577
29计算机类,A427济南大学,93,51578
27学前教育(师范类),A390集美大学,2,51579
34外国语言文学类,A618重庆交通大学,3,51581
07汉语国际教育(师范类),A736西北师范大学,2,51583
37工程力学,A703西安建筑科技大学,2,51595
43电气工程及其自动化,A212黑龙江大学,2,51601
79土木类,B078广州大学,6,51621
26飞行器动力工程,A618重庆交通大学,3,51628
50土木工程,A108山西大学,5,51635
31电子信息工程,A705西安石油大学,2,51640
13翻译,A536长沙理工大学,2,51669
75临床医学,A464河南科技大学,11,51674
42数学与应用数学(师范类),A736西北师范大学,3,51682
29会计学,B660重庆理工大学,4,51687
47通信工程,A705西安石油大学,1,51699
51计算机类,A637重庆师范大学,5,51703
19物联网工程,A702西安工业大学,4,51706
50英语(师范类),A736西北师范大学,4,51715
69物流管理,A755新疆大学,2,51723
1E高分子材料与工程,A346杭州师范大学,6,51738
7N历史学(师范类),A231哈尔滨师范大学,3,51739
24护理学,A572广州中医药大学,3,51740
22电子信息类(教育部卓越工程师、省支柱产业人才培养计划),A489长江大学,4,51743
0D劳动与社会保障,B047上海立信会计金融学院,2,51754
18生物技术,A598广西医科大学,2,51764
55翻译,A856上海工程技术大学,3,51768
27计算机类,A538中南林业科技大学,3,51770
09机器人工程,A424山东科技大学,44,51791
0C工商管理类(地方专项计划),A445山东师范大学,10,51798
0B卫生检验与检疫,A660贵州医科大学,1,51809
52临床医学,A694西藏大学,1,51814
0X医学影像学,A439山东第一医科大学,175,51822
49机械设计制造及其自动化,A304南通大学,3,51840
5E工业设计,A341浙江农林大学,2,51843
5J智能科学与技术,A341浙江农林大学,2,51844
36数据科学与大数据技术,B799重庆工商大学,2,51848
19财务管理,A636四川师范大学,2,51860
4H信息管理与信息系统(中外合作办学),A264上海海洋大学,15,51879
66日语,A390集美大学,3,51898
7S交通工程,A755新疆大学,6,51904
21数字经济,A390集美大学,3,51919
5N遥感科学与技术,A755新疆大学,4,51928
34国际经济与贸易,A057天津科技大学,3,51929
0Q材料成型及控制工程,A143沈阳航空航天大学,2,51936
0B工程力学,A143沈阳航空航天大学,2,51947
22电子信息工程,B799重庆工商大学,3,51955
43翻译,A057天津科技大学,5,51978
28计算机科学与技术,B258大连大学,3,51979
1Z数学与应用数学,B065青岛大学,111,51997
64物流管理,A065天津师范大学,3,52000
15自动化,A702西安工业大学,3,52022
14航空航天类,A110中北大学,10,52033
05针灸推拿学,A507湖北中医药大学,3,52067
0T会展经济与管理(中外合作办学)(中英合作),A252上海理工大学,3,52085
A9儿科学,A752宁夏医科大学,2,52091
24工程造价,A636四川师范大学,2,52111
C1机械设计制造及其自动化,A186长春理工大学,5,52113
01经济学(实验班),A037北京物资学院,1,52146
39通信工程,B276南京工程学院,2,52160
59数学与应用数学,A390集美大学,3,52164
28电子封装技术,A856上海工程技术大学,4,52165
93信息与计算科学,A188东北电力大学,3,52175
1Z财政学类,A456山东财经大学,135,52206
15国际经济与贸易,A304南通大学,2,52213
Z3土木工程(中外合作办学),A151大连海事大学,8,52227
0T物流管理,A059中国民航大学,4,52238
33口腔医学,A352丽水学院,2,52255
3K能源化学工程,A755新疆大学,2,52256
31土木工程,A289江苏科技大学,6,52279
0Q德语,B065青岛大学,26,52293
0J地理科学类,A414江西师范大学,17,52299
25小学教育(师范类),A304南通大学,4,52327
17海洋科学类,A057天津科技大学,4,52342
1B信息与计算科学,A759石河子大学,6,52343
24英语,A759石河子大学,6,52358
19能源与动力工程,A188东北电力大学,19,52361
14教育学类,A524中南民族大学,7,52369
72城市地下空间工程,A536长沙理工大学,2,52374
27生物制药,A114山西医科大学,3,52375
27地质学,A705西安石油大学,1,52397
38公共事业管理,A057天津科技大学,5,52400
30朝鲜语,A065天津师范大学,1,52418
38日语(商务方向),A421江西财经大学,1,52422
5J高分子材料与工程,A755新疆大学,5,52448
29环境工程,A216燕山大学,4,52455
0D自动化类,A404华东交通大学,10,52459
23计算机科学与技术,A110中北大学,8,52491
